ID,STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
864,42,3,472100,42003472100,2490,1290,P,534290,534290,42,3,472100,42003472100,2524,1303,P,549886,549886,528881,528881,98.99,98.99,96.18,96.18,2480,99.6,98.26,1288,99.84,98.85
271,42,3,202300,42003202300,4231,2171,P,2551113,2551113,42,3,472200,42003472200,2227,1114,P,651838,651838,3937,3937,0.15,0.15,0.6,0.6,0,0,0,0,0,0
865,42,3,472200,42003472200,2227,1114,W,647901,647901,42,3,472200,42003472200,2227,1114,P,651838,651838,647901,647901,100,100,99.4,99.4,2227,100,100,1114,100,100
867,42,3,472300,42003472300,2022,1045,P,345019,345019,42,3,472300,42003472300,2014,1040,P,342221,342221,339801,339801,98.49,98.49,99.29,99.29,2014,99.6,100,1040,99.52,100
874,42,3,473300,42003473300,5624,2502,P,3283849,3283849,42,3,472300,42003472300,2014,1040,P,342221,342221,2420,2420,0.07,0.07,0.71,0.71,0,0,0,0,0,0
868,42,3,472300,42003472300,2022,1045,P,345019,345019,42,3,472400,42003472400,1828,851,P,425319,425319,6,6,0,0,0,0,0,0,0,0,0,0
870,42,3,472400,42003472400,1815,844,W,415414,415414,42,3,472400,42003472400,1828,851,P,425319,425319,415414,415414,100,100,97.67,97.67,1815,100,99.29,844,100,99.18
875,42,3,473300,42003473300,5624,2502,P,3283849,3283849,42,3,472400,42003472400,1828,851,P,425319,425319,9899,9899,0.3,0.3,2.33,2.33,13,0.23,0.71,7,0.28,0.82
272,42,3,202300,42003202300,4231,2171,P,2551113,2551113,42,3,473100,42003473100,4734,2291,P,1505235,1505235,3097,3097,0.12,0.12,0.21,0.21,0,0,0,0,0,0
857,42,3,470500,42003470500,6908,3558,P,2965862,2965862,42,3,473100,42003473100,4734,2291,P,1505235,1505235,16511,16511,0.56,0.56,1.1,1.1,9,0.13,0.19,4,0.11,0.17
872,42,3,473100,42003473100,4725,2287,P,1505489,1505489,42,3,473100,42003473100,4734,2291,P,1505235,1505235,1485627,1485627,98.68,98.68,98.7,98.7,4725,100,99.81,2287,100,99.83
873,42,3,473200,42003473200,3192,1711,W,729797,729797,42,3,473200,42003473200,3192,1711,W,729797,729797,729797,729797,100,100,100,100,3192,100,100,1711,100,100
246,42,3,191800,42003191800,5333,2603,P,1442578,1442578,42,3,473300,42003473300,5502,2400,P,3295923,3295923,133,133,0.01,0.01,0,0,0,0,0,0,0,0
869,42,3,472300,42003472300,2022,1045,P,345019,345019,42,3,473300,42003473300,5502,2400,P,3295923,3295923,3937,3937,1.14,1.14,0.12,0.12,8,0.4,0.15,5,0.48,0.21
876,42,3,473300,42003473300,5624,2502,P,3283849,3283849,42,3,473300,42003473300,5502,2400,P,3295923,3295923,3209972,3209972,97.75,97.75,97.39,97.39,5482,97.48,99.64,2390,95.52,99.58
951,42,3,479000,42003479000,1997,882,P,1441253,1441253,42,3,473300,42003473300,5502,2400,P,3295923,3295923,81881,81881,5.68,5.68,2.48,2.48,12,0.6,0.22,5,0.57,0.21
879,42,3,473401,42003473401,3713,1664,P,1520857,1520857,42,3,473401,42003473401,3713,1664,P,1527763,1527763,1517333,1517333,99.77,99.77,99.32,99.32,3713,100,100,1664,100,100
922,42,3,476100,42003476100,4912,2556,P,2360074,2360074,42,3,473401,42003473401,3713,1664,P,1527763,1527763,10430,10430,0.44,0.44,0.68,0.68,0,0,0,0,0,0
881,42,3,473402,42003473402,3734,1693,P,1785153,1785153,42,3,473402,42003473402,3667,1651,P,1772510,1772510,1742326,1742326,97.6,97.6,98.3,98.3,3645,97.62,99.4,1643,97.05,99.52
904,42,3,475101,42003475101,4635,2447,P,3123511,3123511,42,3,473402,42003473402,3667,1651,P,1772510,1772510,13473,13473,0.43,0.43,0.76,0.76,22,0.47,0.6,8,0.33,0.48
923,42,3,476100,42003476100,4912,2556,P,2360074,2360074,42,3,473402,42003473402,3667,1651,P,1772510,1772510,16711,16711,0.71,0.71,0.94,0.94,0,0,0,0,0,0
884,42,3,473500,42003473500,3644,1342,P,2360993,2360993,42,3,473500,42003473500,3680,1359,P,2382376,2382376,2355853,2355853,99.78,99.78,98.89,98.89,3644,100,99.02,1342,100,98.75
892,42,3,474101,42003474101,3941,1457,P,4077164,4077164,42,3,473500,42003473500,3680,1359,P,2382376,2382376,26442,26442,0.65,0.65,1.11,1.11,36,0.91,0.98,17,1.17,1.25
905,42,3,475101,42003475101,4635,2447,P,3123511,3123511,42,3,473500,42003473500,3680,1359,P,2382376,2382376,81,81,0,0,0,0,0,0,0,0,0,0
846,42,3,470300,42003470300,3930,1723,P,3556874,3556874,42,3,473601,42003473601,4049,1759,P,2077711,2077711,24444,24444,0.69,0.69,1.18,1.18,0,0,0,0,0,0
887,42,3,473601,42003473601,4049,1759,P,2062353,2062353,42,3,473601,42003473601,4049,1759,P,2077711,2077711,2053267,2053267,99.56,99.56,98.82,98.82,4049,100,100,1759,100,100
847,42,3,470300,42003470300,3930,1723,P,3556874,3556874,42,3,473602,42003473602,4600,2205,P,2457540,2450828,106082,106082,2.98,2.98,4.32,4.33,0,0,0,0,0,0
850,42,3,470400,42003470400,3084,1435,P,1829973,1829973,42,3,473602,42003473602,4600,2205,P,2457540,2450828,15597,15597,0.85,0.85,0.63,0.64,41,1.33,0.89,15,1.05,0.68
889,42,3,473602,42003473602,4339,2091,P,2343338,2336626,42,3,473602,42003473602,4600,2205,P,2457540,2450828,2324050,2317338,99.18,99.17,94.57,94.55,4336,99.93,94.26,2090,99.95,94.78
893,42,3,474101,42003474101,3941,1457,P,4077164,4077164,42,3,473602,42003473602,4600,2205,P,2457540,2450828,11811,11811,0.29,0.29,0.48,0.48,223,5.66,4.85,100,6.86,4.54
851,42,3,470400,42003470400,3084,1435,P,1829973,1829973,42,3,474101,42003474101,3601,1315,P,4058872,4058872,27540,27540,1.5,1.5,0.68,0.68,0,0,0,0,0,0
885,42,3,473500,42003473500,3644,1342,P,2360993,2360993,42,3,474101,42003474101,3601,1315,P,4058872,4058872,5140,5140,0.22,0.22,0.13,0.13,0,0,0,0,0,0
894,42,3,474101,42003474101,3941,1457,P,4077164,4077164,42,3,474101,42003474101,3601,1315,P,4058872,4058872,4006362,4006362,98.26,98.26,98.71,98.71,3601,91.37,100,1315,90.25,100
906,42,3,475101,42003475101,4635,2447,P,3123511,3123511,42,3,474101,42003474101,3601,1315,P,4058872,4058872,19830,19830,0.63,0.63,0.49,0.49,0,0,0,0,0,0
896,42,3,474102,42003474102,3660,1443,P,4736129,4736129,42,3,474102,42003474102,3685,1458,P,4783902,4783902,4729477,4729477,99.86,99.86,98.86,98.86,3655,99.86,99.19,1442,99.93,98.9
909,42,3,475200,42003475200,4883,1989,P,4674887,4674887,42,3,474102,42003474102,3685,1458,P,4783902,4783902,54425,54425,1.16,1.16,1.14,1.14,30,0.61,0.81,16,0.8,1.1
749,42,3,456004,42003456004,4792,2431,P,6532539,6531904,42,3,474201,42003474201,2600,932,P,3322964,3302633,21953,21318,0.34,0.33,0.66,0.65,0,0,0,0,0,0
754,42,3,457200,42003457200,3659,1866,P,1880920,1880920,42,3,474201,42003474201,2600,932,P,3322964,3302633,4477,4477,0.24,0.24,0.13,0.14,0,0,0,0,0,0
900,42,3,474201,42003474201,2600,932,P,3304993,3285297,42,3,474201,42003474201,2600,932,P,3322964,3302633,3296534,3276838,99.74,99.74,99.2,99.22,2600,100,100,932,100,100
901,42,3,474202,42003474202,4809,1934,W,8876469,8876469,42,3,474202,42003474202,4809,1934,W,8876469,8876469,8876469,8876469,100,100,100,100,4809,100,100,1934,100,100
902,42,3,474203,42003474203,4595,1668,P,4500836,4500836,42,3,474203,42003474203,4534,1648,W,4407101,4407101,4407101,4407101,97.92,97.92,100,100,4534,98.67,100,1648,98.8,100
882,42,3,473402,42003473402,3734,1693,P,1785153,1785153,42,3,475101,42003475101,4702,2489,P,3130291,3130291,39739,39739,2.23,2.23,1.27,1.27,89,2.38,1.89,50,2.95,2.01
895,42,3,474101,42003474101,3941,1457,P,4077164,4077164,42,3,475101,42003475101,4702,2489,P,3130291,3130291,425,425,0.01,0.01,0.01,0.01,0,0,0,0,0,0
907,42,3,475101,42003475101,4635,2447,P,3123511,3123511,42,3,475101,42003475101,4702,2489,P,3130291,3130291,3090127,3090127,98.93,98.93,98.72,98.72,4613,99.53,98.11,2439,99.67,97.99
908,42,3,475102,42003475102,1665,697,W,1826600,1826600,42,3,475102,42003475102,1665,697,W,1826600,1826600,1826600,1826600,100,100,100,100,1665,100,100,697,100,100
897,42,3,474102,42003474102,3660,1443,P,4736129,4736129,42,3,475200,42003475200,4919,1994,P,4720849,4720849,6652,6652,0.14,0.14,0.14,0.14,5,0.14,0.1,1,0.07,0.05
903,42,3,474203,42003474203,4595,1668,P,4500836,4500836,42,3,475200,42003475200,4919,1994,P,4720849,4720849,93735,93735,2.08,2.08,1.99,1.99,61,1.33,1.24,20,1.2,1
910,42,3,475200,42003475200,4883,1989,P,4674887,4674887,42,3,475200,42003475200,4919,1994,P,4720849,4720849,4620462,4620462,98.84,98.84,97.87,97.87,4853,99.39,98.66,1973,99.2,98.95
911,42,3,475301,42003475301,4425,2221,W,3388197,3388197,42,3,475301,42003475301,4425,2221,W,3388197,3388197,3388197,3388197,100,100,100,100,4425,100,100,2221,100,100
912,42,3,475303,42003475303,4064,1621,W,3104903,3104903,42,3,475303,42003475303,4064,1621,W,3104903,3104903,3104903,3104903,100,100,100,100,4064,100,100,1621,100,100
913,42,3,475304,42003475304,5752,2411,P,4302018,4302018,42,3,475304,42003475304,5688,2375,P,4272025,4272025,4271968,4271968,99.3,99.3,100,100,5688,98.89,100,2375,98.51,100
1049,42,3,490002,42003490002,4728,2196,P,8029195,8029195,42,3,475304,42003475304,5688,2375,P,4272025,4272025,57,57,0,0,0,0,0,0,0,0,0,0
915,42,3,475401,42003475401,3856,1697,P,5967858,5967858,42,3,475401,42003475401,3790,1669,P,5916182,5916182,5888105,5888105,98.66,98.66,99.53,99.53,3790,98.29,100,1669,98.35,100
925,42,3,476200,42003476200,3266,1481,P,1710375,1710375,42,3,475401,42003475401,3790,1669,P,5916182,5916182,23475,23475,1.37,1.37,0.4,0.4,0,0,0,0,0,0
929,42,3,477100,42003477100,3624,1709,P,2185443,2185443,42,3,475401,42003475401,3790,1669,P,5916182,5916182,1370,1370,0.06,0.06,0.02,0.02,0,0,0,0,0,0
958,42,3,480102,42003480102,3078,1366,P,1651418,1651418,42,3,475401,42003475401,3790,1669,P,5916182,5916182,3090,3090,0.19,0.19,0.05,0.05,0,0,0,0,0,0
1052,42,3,490003,42003490003,3498,1507,P,7589774,7589774,42,3,475401,42003475401,3790,1669,P,5916182,5916182,142,142,0,0,0,0,0,0,0,0,0,0
920,42,3,475402,42003475402,3070,1250,P,3971348,3971348,42,3,475402,42003475402,3060,1245,P,3868228,3868228,3855594,3855594,97.09,97.09,99.67,99.67,3060,99.67,100,1245,99.6,100
1050,42,3,490002,42003490002,4728,2196,P,8029195,8029195,42,3,475402,42003475402,3060,1245,P,3868228,3868228,12634,12634,0.16,0.16,0.33,0.33,0,0,0,0,0,0
378,42,3,320700,42003320700,1651,786,P,1303031,1303031,42,3,476100,42003476100,5034,2657,P,2419970,2419970,2916,2916,0.22,0.22,0.12,0.12,0,0,0,0,0,0
877,42,3,473300,42003473300,5624,2502,P,3283849,3283849,42,3,476100,42003476100,5034,2657,P,2419970,2419970,54647,54647,1.66,1.66,2.26,2.26,119,2.12,2.36,99,3.96,3.73
880,42,3,473401,42003473401,3713,1664,P,1520857,1520857,42,3,476100,42003476100,5034,2657,P,2419970,2419970,3524,3524,0.23,0.23,0.15,0.15,0,0,0,0,0,0
883,42,3,473402,42003473402,3734,1693,P,1785153,1785153,42,3,476100,42003476100,5034,2657,P,2419970,2419970,3088,3088,0.17,0.17,0.13,0.13,0,0,0,0,0,0
924,42,3,476100,42003476100,4912,2556,P,2360074,2360074,42,3,476100,42003476100,5034,2657,P,2419970,2419970,2332933,2332933,98.85,98.85,96.4,96.4,4912,100,97.58,2556,100,96.2
952,42,3,479000,42003479000,1997,882,P,1441253,1441253,42,3,476100,42003476100,5034,2657,P,2419970,2419970,22862,22862,1.59,1.59,0.94,0.94,3,0.15,0.06,2,0.23,0.08
379,42,3,320700,42003320700,1651,786,P,1303031,1303031,42,3,476200,42003476200,3282,1489,P,1715788,1715788,8128,8128,0.62,0.62,0.47,0.47,13,0.79,0.4,4,0.51,0.27
916,42,3,475401,42003475401,3856,1697,P,5967858,5967858,42,3,476200,42003476200,3282,1489,P,1715788,1715788,2367,2367,0.04,0.04,0.14,0.14,1,0.03,0.03,1,0.06,0.07
926,42,3,476200,42003476200,3266,1481,P,1710375,1710375,42,3,476200,42003476200,3282,1489,P,1715788,1715788,1673465,1673465,97.84,97.84,97.53,97.53,3261,99.85,99.36,1480,99.93,99.4
930,42,3,477100,42003477100,3624,1709,P,2185443,2185443,42,3,476200,42003476200,3282,1489,P,1715788,1715788,15215,15215,0.7,0.7,0.89,0.89,0,0,0,0,0,0
935,42,3,477200,42003477200,4161,2019,P,2944322,2944322,42,3,476200,42003476200,3282,1489,P,1715788,1715788,16613,16613,0.56,0.56,0.97,0.97,7,0.17,0.21,4,0.2,0.27
917,42,3,475401,42003475401,3856,1697,P,5967858,5967858,42,3,477100,42003477100,3651,1720,P,2161102,2161102,11590,11590,0.19,0.19,0.54,0.54,33,0.86,0.9,15,0.88,0.87
927,42,3,476200,42003476200,3266,1481,P,1710375,1710375,42,3,477100,42003477100,3651,1720,P,2161102,2161102,12226,12226,0.71,0.71,0.57,0.57,5,0.15,0.14,1,0.07,0.06
931,42,3,477100,42003477100,3624,1709,P,2185443,2185443,42,3,477100,42003477100,3651,1720,P,2161102,2161102,2137286,2137286,97.8,97.8,98.9,98.9,3613,99.7,98.96,1704,99.71,99.07
374,42,3,320400,42003320400,1998,918,P,858034,858034,42,3,477200,42003477200,4140,2009,P,2899858,2899858,3037,3037,0.35,0.35,0.1,0.1,0,0,0,0,0,0
380,42,3,320700,42003320700,1651,786,P,1303031,1303031,42,3,477200,42003477200,4140,2009,P,2899858,2899858,87,87,0.01,0.01,0,0,0,0,0,0,0,0
928,42,3,476200,42003476200,3266,1481,P,1710375,1710375,42,3,477200,42003477200,4140,2009,P,2899858,2899858,1209,1209,0.07,0.07,0.04,0.04,0,0,0,0,0,0
936,42,3,477200,42003477200,4161,2019,P,2944322,2944322,42,3,477200,42003477200,4140,2009,P,2899858,2899858,2888631,2888631,98.11,98.11,99.61,99.61,4140,99.5,100,2009,99.5,100
944,42,3,478100,42003478100,4014,2176,P,1506126,1506126,42,3,477200,42003477200,4140,2009,P,2899858,2899858,6894,6894,0.46,0.46,0.24,0.24,0,0,0,0,0,0
939,42,3,477300,42003477300,6093,2877,P,3533777,3533777,42,3,477300,42003477300,6153,2913,P,3552030,3552030,3472910,3472910,98.28,98.28,97.77,97.77,6072,99.66,98.68,2868,99.69,98.46
947,42,3,478200,42003478200,5627,2617,P,2247531,2247531,42,3,477300,42003477300,6153,2913,P,3552030,3552030,33866,33866,1.51,1.51,0.95,0.95,17,0.3,0.28,8,0.31,0.27
954,42,3,480101,42003480101,4821,2571,P,2255552,2255552,42,3,477300,42003477300,6153,2913,P,3552030,3552030,283,283,0.01,0.01,0.01,0.01,0,0,0,0,0,0
960,42,3,480200,42003480200,3476,1559,P,3019552,3019552,42,3,477300,42003477300,6153,2913,P,3552030,3552030,44971,44971,1.49,1.49,1.27,1.27,64,1.84,1.04,37,2.37,1.27
937,42,3,477200,42003477200,4161,2019,P,2944322,2944322,42,3,478100,42003478100,4015,2177,P,1513868,1513868,21416,21416,0.73,0.73,1.41,1.41,1,0.02,0.02,1,0.05,0.05
945,42,3,478100,42003478100,4014,2176,P,1506126,1506126,42,3,478100,42003478100,4015,2177,P,1513868,1513868,1492452,1492452,99.09,99.09,98.59,98.59,4014,100,99.98,2176,100,99.95
940,42,3,477300,42003477300,6093,2877,P,3533777,3533777,42,3,478200,42003478200,5628,2615,P,2235707,2235707,4294,4294,0.12,0.12,0.19,0.19,12,0.2,0.21,3,0.1,0.11
948,42,3,478200,42003478200,5627,2617,P,2247531,2247531,42,3,478200,42003478200,5628,2615,P,2235707,2235707,2213649,2213649,98.49,98.49,99.01,99.01,5610,99.7,99.68,2609,99.69,99.77
961,42,3,480200,42003480200,3476,1559,P,3019552,3019552,42,3,478200,42003478200,5628,2615,P,2235707,2235707,4485,4485,0.15,0.15,0.2,0.2,0,0,0,0,0,0
972,42,3,480400,42003480400,4991,2310,P,5055775,5055775,42,3,478200,42003478200,5628,2615,P,2235707,2235707,13279,13279,0.26,0.26,0.59,0.59,6,0.12,0.11,3,0.13,0.11
247,42,3,191800,42003191800,5333,2603,P,1442578,1442578,42,3,479000,42003479000,1992,881,P,1311095,1311095,7482,7482,0.52,0.52,0.57,0.57,0,0,0,0,0,0
381,42,3,320700,42003320700,1651,786,P,1303031,1303031,42,3,479000,42003479000,1992,881,P,1311095,1311095,2342,2342,0.18,0.18,0.18,0.18,0,0,0,0,0,0
878,42,3,473300,42003473300,5624,2502,P,3283849,3283849,42,3,479000,42003479000,1992,881,P,1311095,1311095,6911,6911,0.21,0.21,0.53,0.53,10,0.18,0.5,6,0.24,0.68
953,42,3,479000,42003479000,1997,882,P,1441253,1441253,42,3,479000,42003479000,1992,881,P,1311095,1311095,1294360,1294360,89.81,89.81,98.72,98.72,1982,99.25,99.5,875,99.21,99.32
938,42,3,477200,42003477200,4161,2019,P,2944322,2944322,42,3,480101,42003480101,4837,2577,P,2291388,2291388,9921,9921,0.34,0.34,0.43,0.43,9,0.22,0.19,3,0.15,0.12
941,42,3,477300,42003477300,6093,2877,P,3533777,3533777,42,3,480101,42003480101,4837,2577,P,2291388,2291388,16147,16147,0.46,0.46,0.7,0.7,1,0.02,0.02,1,0.03,0.04
955,42,3,480101,42003480101,4821,2571,P,2255552,2255552,42,3,480101,42003480101,4837,2577,P,2291388,2291388,2252080,2252080,99.85,99.85,98.28,98.28,4821,100,99.67,2571,100,99.77
1045,42,3,489002,42003489002,3720,1584,P,3464102,3464102,42,3,480101,42003480101,4837,2577,P,2291388,2291388,10050,10050,0.29,0.29,0.44,0.44,0,0,0,0,0,0
1053,42,3,490003,42003490003,3498,1507,P,7589774,7589774,42,3,480101,42003480101,4837,2577,P,2291388,2291388,3190,3190,0.04,0.04,0.14,0.14,6,0.17,0.12,2,0.13,0.08
918,42,3,475401,42003475401,3856,1697,P,5967858,5967858,42,3,480102,42003480102,3107,1379,P,1693920,1693920,14020,14020,0.23,0.23,0.83,0.83,18,0.47,0.58,8,0.47,0.58
932,42,3,477100,42003477100,3624,1709,P,2185443,2185443,42,3,480102,42003480102,3107,1379,P,1693920,1693920,31572,31572,1.44,1.44,1.86,1.86,11,0.3,0.35,5,0.29,0.36
959,42,3,480102,42003480102,3078,1366,P,1651418,1651418,42,3,480102,42003480102,3107,1379,P,1693920,1693920,1648328,1648328,99.81,99.81,97.31,97.31,3078,100,99.07,1366,100,99.06
942,42,3,477300,42003477300,6093,2877,P,3533777,3533777,42,3,480200,42003480200,3428,1530,P,3090862,3090862,40426,40426,1.14,1.14,1.31,1.31,8,0.13,0.23,5,0.17,0.33
962,42,3,480200,42003480200,3476,1559,P,3019552,3019552,42,3,480200,42003480200,3428,1530,P,3090862,3090862,2959048,2959048,98,98,95.74,95.74,3412,98.16,99.53,1522,97.63,99.48
973,42,3,480400,42003480400,4991,2310,P,5055775,5055775,42,3,480200,42003480200,3428,1530,P,3090862,3090862,21736,21736,0.43,0.43,0.7,0.7,0,0,0,0,0,0
1031,42,3,488500,42003488500,2875,1361,P,9776582,9776582,42,3,480200,42003480200,3428,1530,P,3090862,3090862,65786,65786,0.67,0.67,2.13,2.13,5,0.17,0.15,2,0.15,0.13
1041,42,3,489001,42003489001,4316,1972,P,3635510,3635510,42,3,480200,42003480200,3428,1530,P,3090862,3090862,3221,3221,0.09,0.09,0.1,0.1,3,0.07,0.09,1,0.05,0.07
1046,42,3,489002,42003489002,3720,1584,P,3464102,3464102,42,3,480200,42003480200,3428,1530,P,3090862,3090862,645,645,0.02,0.02,0.02,0.02,0,0,0,0,0,0
210,42,3,160300,42003160300,1844,872,P,1259319,1259319,42,3,480300,42003480300,3415,1543,P,3145525,2869808,85,85,0.01,0.01,0,0,0,0,0,0,0,0
355,42,3,290200,42003290200,3944,1997,P,1458693,1458693,42,3,480300,42003480300,3415,1543,P,3145525,2869808,5271,5271,0.36,0.36,0.17,0.18,0,0,0,0,0,0
358,42,3,290400,42003290400,4049,1990,P,1585480,1585480,42,3,480300,42003480300,3415,1543,P,3145525,2869808,1418,1418,0.09,0.09,0.05,0.05,0,0,0,0,0,0
360,42,3,310100,42003310100,364,205,P,4396090,4376967,42,3,480300,42003480300,3415,1543,P,3145525,2869808,52818,52818,1.2,1.21,1.68,1.84,2,0.55,0.06,2,0.98,0.13
968,42,3,480300,42003480300,3433,1553,P,3258306,2891826,42,3,480300,42003480300,3415,1543,P,3145525,2869808,3085933,2810216,94.71,97.18,98.11,97.92,3413,99.42,99.94,1541,99.23,99.87
361,42,3,310100,42003310100,364,205,P,4396090,4376967,42,3,480400,42003480400,4980,2306,P,5031936,5031936,44795,44795,1.02,1.02,0.89,0.89,0,0,0,0,0,0
974,42,3,480400,42003480400,4991,2310,P,5055775,5055775,42,3,480400,42003480400,4980,2306,P,5031936,5031936,4975616,4975616,98.41,98.41,98.88,98.88,4980,99.78,100,2306,99.83,100
1032,42,3,488500,42003488500,2875,1361,P,9776582,9776582,42,3,480400,42003480400,4980,2306,P,5031936,5031936,11525,11525,0.12,0.12,0.23,0.23,0,0,0,0,0,0
211,42,3,160300,42003160300,1844,872,P,1259319,1259319,42,3,481000,42003481000,3403,1808,P,879383,879383,49,49,0,0,0.01,0.01,0,0,0,0,0,0
215,42,3,160700,42003160700,509,232,P,268779,268779,42,3,481000,42003481000,3403,1808,P,879383,879383,473,473,0.18,0.18,0.05,0.05,0,0,0,0,0,0
356,42,3,290200,42003290200,3944,1997,P,1458693,1458693,42,3,481000,42003481000,3403,1808,P,879383,879383,1299,1299,0.09,0.09,0.15,0.15,0,0,0,0,0,0
977,42,3,481000,42003481000,3408,1810,P,881935,881935,42,3,481000,42003481000,3403,1808,P,879383,879383,877562,877562,99.5,99.5,99.79,99.79,3403,99.85,100,1808,99.89,100
201,42,3,150400,42003150400,681,232,P,1473664,1188409,42,3,482500,42003482500,1929,995,P,2624409,2387782,6418,0,0.44,0,0.24,0,0,0,0,0,0,0
362,42,3,310100,42003310100,364,205,P,4396090,4376967,42,3,482500,42003482500,1929,995,P,2624409,2387782,647,639,0.01,0.01,0.02,0.03,0,0,0,0,0,0
369,42,3,310300,42003310300,1005,437,P,2074645,2074645,42,3,482500,42003482500,1929,995,P,2624409,2387782,39270,39270,1.89,1.89,1.5,1.64,3,0.3,0.16,1,0.23,0.1
980,42,3,482500,42003482500,1932,996,P,2584256,2351013,42,3,482500,42003482500,1929,995,P,2624409,2387782,2522484,2292283,97.61,97.5,96.12,96,1926,99.69,99.84,994,99.8,99.9
985,42,3,483800,42003483800,3088,1844,P,1650897,1515773,42,3,482500,42003482500,1929,995,P,2624409,2387782,37175,37175,2.25,2.45,1.42,1.56,0,0,0,0,0,0
997,42,3,484600,42003484600,2261,1117,P,1229881,1229881,42,3,482500,42003482500,1929,995,P,2624409,2387782,18415,18415,1.5,1.5,0.7,0.77,0,0,0,0,0,0
190,42,3,141100,42003141100,1361,625,P,1401010,1233705,42,3,483800,42003483800,3165,1895,P,1667982,1490496,1492,0,0.11,0,0.09,0,0,0,0,0,0,0
198,42,3,141400,42003141400,5345,2841,P,2190167,2068192,42,3,483800,42003483800,3165,1895,P,1667982,1490496,33221,0,1.52,0,1.99,0,0,0,0,0,0,0
202,42,3,150400,42003150400,681,232,P,1473664,1188409,42,3,483800,42003483800,3165,1895,P,1667982,1490496,3096,0,0.21,0,0.19,0,0,0,0,0,0,0
981,42,3,482500,42003482500,1932,996,P,2584256,2351013,42,3,483800,42003483800,3165,1895,P,1667982,1490496,10939,7897,0.42,0.34,0.66,0.53,0,0,0,0,0,0
986,42,3,483800,42003483800,3088,1844,P,1650897,1515773,42,3,483800,42003483800,3165,1895,P,1667982,1490496,1602494,1467370,97.07,96.81,96.07,98.45,3088,100,97.57,1844,100,97.31
989,42,3,484300,42003484300,3474,1904,P,2439848,2206874,42,3,483800,42003483800,3165,1895,P,1667982,1490496,10442,8931,0.43,0.4,0.63,0.6,70,2.01,2.21,47,2.47,2.48
998,42,3,484600,42003484600,2261,1117,P,1229881,1229881,42,3,483800,42003483800,3165,1895,P,1667982,1490496,6298,6298,0.51,0.51,0.38,0.42,7,0.31,0.22,4,0.36,0.21
987,42,3,483800,42003483800,3088,1844,P,1650897,1515773,42,3,484300,42003484300,3404,1857,P,2457059,2227459,7416,7416,0.45,0.49,0.3,0.33,0,0,0,0,0,0
990,42,3,484300,42003484300,3474,1904,P,2439848,2206874,42,3,484300,42003484300,3404,1857,P,2457059,2227459,2421828,2192228,99.26,99.34,98.57,98.42,3404,97.99,100,1857,97.53,100
1000,42,3,485000,42003485000,1251,599,P,878076,795828,42,3,484300,42003484300,3404,1857,P,2457059,2227459,27815,27815,3.17,3.5,1.13,1.25,0,0,0,0,0,0
370,42,3,310300,42003310300,1005,437,P,2074645,2074645,42,3,484500,42003484500,5745,2854,P,2508904,2508904,10957,10957,0.53,0.53,0.44,0.44,12,1.19,0.21,7,1.6,0.25
982,42,3,482500,42003482500,1932,996,P,2584256,2351013,42,3,484500,42003484500,5745,2854,P,2508904,2508904,15490,15490,0.6,0.66,0.62,0.62,6,0.31,0.1,2,0.2,0.07
995,42,3,484500,42003484500,5750,2853,P,2525067,2525067,42,3,484500,42003484500,5745,2854,P,2508904,2508904,2476344,2476344,98.07,98.07,98.7,98.7,5725,99.57,99.65,2843,99.65,99.61
1018,42,3,488100,42003488100,2295,1033,P,1672682,1672682,42,3,484500,42003484500,5745,2854,P,2508904,2508904,6113,6113,0.37,0.37,0.24,0.24,2,0.09,0.03,2,0.19,0.07
983,42,3,482500,42003482500,1932,996,P,2584256,2351013,42,3,484600,42003484600,2257,1114,P,1214490,1214490,5305,5305,0.21,0.23,0.44,0.44,0,0,0,0,0,0
988,42,3,483800,42003483800,3088,1844,P,1650897,1515773,42,3,484600,42003484600,2257,1114,P,1214490,1214490,3812,3812,0.23,0.25,0.31,0.31,0,0,0,0,0,0
999,42,3,484600,42003484600,2261,1117,P,1229881,1229881,42,3,484600,42003484600,2257,1114,P,1214490,1214490,1205168,1205168,97.99,97.99,99.23,99.23,2254,99.69,99.87,1113,99.64,99.91
1019,42,3,488100,42003488100,2295,1033,P,1672682,1672682,42,3,484600,42003484600,2257,1114,P,1214490,1214490,205,205,0.01,0.01,0.02,0.02,3,0.13,0.13,1,0.1,0.09
991,42,3,484300,42003484300,3474,1904,P,2439848,2206874,42,3,485000,42003485000,1271,606,P,851792,765787,7371,5508,0.3,0.25,0.87,0.72,0,0,0,0,0,0
1001,42,3,485000,42003485000,1251,599,P,878076,795828,42,3,485000,42003485000,1271,606,P,851792,765787,831060,750368,94.65,94.29,97.57,97.99,1251,100,98.43,599,100,98.84
1021,42,3,488200,42003488200,3611,1593,P,3199863,2916584,42,3,485000,42003485000,1271,606,P,851792,765787,13361,9911,0.42,0.34,1.57,1.29,20,0.55,1.57,7,0.44,1.16
