ID,STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
467,42,3,413300,42003413300,4781,1937,P,5786103,5786103,42,3,413300,42003413300,4742,1922,P,5731766,5731766,5677187,5677187,98.12,98.12,99.05,99.05,4737,99.08,99.89,1920,99.12,99.9
471,42,3,413400,42003413400,4366,1744,P,4434013,4434013,42,3,413400,42003413400,4339,1731,P,4402809,4402809,4391276,4391276,99.04,99.04,99.74,99.74,4328,99.13,99.75,1728,99.08,99.83
482,42,3,414200,42003414200,5974,2372,P,13928619,13928619,42,3,413400,42003413400,4339,1731,P,4402809,4402809,11341,11341,0.08,0.08,0.26,0.26,11,0.18,0.25,3,0.13,0.17
597,42,3,429201,42003429201,4274,1866,P,4638344,4638344,42,3,413400,42003413400,4339,1731,P,4402809,4402809,192,192,0,0,0,0,0,0,0,0,0,0
474,42,3,413500,42003413500,6164,3002,P,8802321,8747446,42,3,413500,42003413500,6164,3002,P,8777319,8722444,8766427,8711552,99.59,99.59,99.88,99.88,6164,100,100,3002,100,100
480,42,3,414102,42003414102,7039,3141,P,18110077,18091495,42,3,413500,42003413500,6164,3002,P,8777319,8722444,10892,10892,0.06,0.06,0.12,0.12,0,0,0,0,0,0
424,42,3,407002,42003407002,6644,2780,P,26308739,26308739,42,3,414101,42003414101,5358,2046,P,9623308,9623308,42157,42157,0.16,0.16,0.44,0.44,4,0.06,0.07,1,0.04,0.05
433,42,3,408002,42003408002,6325,2389,P,11572558,11572558,42,3,414101,42003414101,5358,2046,P,9623308,9623308,2036,2036,0.02,0.02,0.02,0.02,0,0,0,0,0,0
477,42,3,414101,42003414101,5356,2046,P,9613051,9613051,42,3,414101,42003414101,5358,2046,P,9623308,9623308,9577118,9577118,99.63,99.63,99.52,99.52,5354,99.96,99.93,2045,99.95,99.95
488,42,3,415001,42003415001,4709,1829,P,32762196,32762196,42,3,414101,42003414101,5358,2046,P,9623308,9623308,1997,1997,0.01,0.01,0.02,0.02,0,0,0,0,0,0
434,42,3,408002,42003408002,6325,2389,P,11572558,11572558,42,3,414102,42003414102,7040,3141,P,18162611,18144029,35878,35878,0.31,0.31,0.2,0.2,0,0,0,0,0,0
441,42,3,409000,42003409000,11474,4114,P,43508587,43478267,42,3,414102,42003414102,7040,3141,P,18162611,18144029,1291,1291,0,0,0.01,0.01,0,0,0,0,0,0
464,42,3,413100,42003413100,6610,2740,P,16239594,16021489,42,3,414102,42003414102,7040,3141,P,18162611,18144029,55374,55374,0.34,0.35,0.3,0.31,7,0.11,0.1,2,0.07,0.06
475,42,3,413500,42003413500,6164,3002,P,8802321,8747446,42,3,414102,42003414102,7040,3141,P,18162611,18144029,35894,35894,0.41,0.41,0.2,0.2,0,0,0,0,0,0
481,42,3,414102,42003414102,7039,3141,P,18110077,18091495,42,3,414102,42003414102,7040,3141,P,18162611,18144029,18034174,18015592,99.58,99.58,99.29,99.29,7033,99.91,99.9,3139,99.94,99.94
472,42,3,413400,42003413400,4366,1744,P,4434013,4434013,42,3,414200,42003414200,5965,2368,P,14185283,14185283,2061,2061,0.05,0.05,0.01,0.01,2,0.05,0.03,1,0.06,0.04
483,42,3,414200,42003414200,5974,2372,P,13928619,13928619,42,3,414200,42003414200,5965,2368,P,14185283,14185283,13905898,13905898,99.84,99.84,98.03,98.03,5960,99.77,99.92,2367,99.79,99.96
489,42,3,415001,42003415001,4709,1829,P,32762196,32762196,42,3,414200,42003414200,5965,2368,P,14185283,14185283,130960,130960,0.4,0.4,0.92,0.92,0,0,0,0,0,0
492,42,3,415002,42003415002,2519,988,P,12959528,12959528,42,3,414200,42003414200,5965,2368,P,14185283,14185283,86816,86816,0.67,0.67,0.61,0.61,3,0.12,0.05,0,0,0
554,42,3,426300,42003426300,6036,2506,P,5223101,5223101,42,3,414200,42003414200,5965,2368,P,14185283,14185283,13996,13996,0.27,0.27,0.1,0.1,0,0,0,0,0,0
563,42,3,426800,42003426800,5366,2090,P,5187532,5187532,42,3,414200,42003414200,5965,2368,P,14185283,14185283,45552,45552,0.88,0.88,0.32,0.32,0,0,0,0,0,0
409,42,3,405000,42003405000,1167,544,P,24782156,24782156,42,3,415001,42003415001,4708,1829,P,32555457,32555457,2247,2247,0.01,0.01,0.01,0.01,0,0,0,0,0,0
425,42,3,407002,42003407002,6644,2780,P,26308739,26308739,42,3,415001,42003415001,4708,1829,P,32555457,32555457,95216,95216,0.36,0.36,0.29,0.29,2,0.03,0.04,2,0.07,0.11
490,42,3,415001,42003415001,4709,1829,P,32762196,32762196,42,3,415001,42003415001,4708,1829,P,32555457,32555457,32440137,32440137,99.02,99.02,99.65,99.65,4706,99.94,99.96,1827,99.89,99.89
509,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,415001,42003415001,4708,1829,P,32555457,32555457,17857,17857,0.11,0.12,0.05,0.05,0,0,0,0,0,0
493,42,3,415002,42003415002,2519,988,P,12959528,12959528,42,3,415002,42003415002,2545,1014,P,12945977,12945977,12782073,12782073,98.63,98.63,98.73,98.73,2508,99.56,98.55,982,99.39,96.84
510,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,415002,42003415002,2545,1014,P,12945977,12945977,105576,105576,0.63,0.68,0.82,0.82,30,1.01,1.18,29,1.83,2.86
527,42,3,421200,42003421200,4368,1827,P,9617605,9460518,42,3,415002,42003415002,2545,1014,P,12945977,12945977,33541,33541,0.35,0.35,0.26,0.26,4,0.09,0.16,1,0.05,0.1
534,42,3,422000,42003422000,5163,1961,P,20280283,20258449,42,3,415002,42003415002,2545,1014,P,12945977,12945977,24787,24787,0.12,0.12,0.19,0.19,3,0.06,0.12,2,0.1,0.2
402,42,3,404000,42003404000,1489,809,P,6213437,5551193,42,3,416000,42003416000,1636,837,P,6226179,5835113,704,688,0.01,0.01,0.01,0.01,0,0,0,0,0,0
410,42,3,405000,42003405000,1167,544,P,24782156,24782156,42,3,416000,42003416000,1636,837,P,6226179,5835113,46108,46108,0.19,0.19,0.74,0.79,0,0,0,0,0,0
497,42,3,416000,42003416000,1636,837,P,6184404,5814702,42,3,416000,42003416000,1636,837,P,6226179,5835113,6138716,5774795,99.26,99.31,98.6,98.97,1636,100,100,837,100,100
501,42,3,417100,42003417100,2145,1039,P,1084394,1084394,42,3,416000,42003416000,1636,837,P,6226179,5835113,474,474,0.04,0.04,0.01,0.01,0,0,0,0,0,0
505,42,3,418000,42003418000,1748,860,P,1438245,1207206,42,3,416000,42003416000,1636,837,P,6226179,5835113,3620,3620,0.25,0.3,0.06,0.06,0,0,0,0,0,0
511,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,416000,42003416000,1636,837,P,6226179,5835113,9428,9428,0.06,0.06,0.15,0.16,0,0,0,0,0,0
1316,42,3,526101,42003526101,6902,2980,P,35314960,34330985,42,3,416000,42003416000,1636,837,P,6226179,5835113,27129,0,0.08,0,0.44,0,0,0,0,0,0,0
498,42,3,416000,42003416000,1636,837,P,6184404,5814702,42,3,417100,42003417100,2145,1039,P,1098639,1098639,16011,16011,0.26,0.28,1.46,1.46,0,0,0,0,0,0
502,42,3,417100,42003417100,2145,1039,P,1084394,1084394,42,3,417100,42003417100,2145,1039,P,1098639,1098639,1082628,1082628,99.84,99.84,98.54,98.54,2145,100,100,1039,100,100
499,42,3,416000,42003416000,1636,837,P,6184404,5814702,42,3,417200,42003417200,1260,702,P,1734679,1319450,25221,19440,0.41,0.33,1.45,1.47,0,0,0,0,0,0
504,42,3,417200,42003417200,1260,702,W,1685703,1299448,42,3,417200,42003417200,1260,702,P,1734679,1319450,1685703,1299448,100,100,97.18,98.48,1260,100,100,702,100,100
506,42,3,418000,42003418000,1748,860,P,1438245,1207206,42,3,417200,42003417200,1260,702,P,1734679,1319450,3259,562,0.23,0.05,0.19,0.04,0,0,0,0,0,0
1317,42,3,526101,42003526101,6902,2980,P,35314960,34330985,42,3,417200,42003417200,1260,702,P,1734679,1319450,20496,0,0.06,0,1.18,0,0,0,0,0,0,0
500,42,3,416000,42003416000,1636,837,P,6184404,5814702,42,3,418000,42003418000,1746,859,P,1421947,1198386,4456,4456,0.07,0.08,0.31,0.37,0,0,0,0,0,0
503,42,3,417100,42003417100,2145,1039,P,1084394,1084394,42,3,418000,42003418000,1746,859,P,1421947,1198386,1292,1292,0.12,0.12,0.09,0.11,0,0,0,0,0,0
507,42,3,418000,42003418000,1748,860,P,1438245,1207206,42,3,418000,42003418000,1746,859,P,1421947,1198386,1416199,1192638,98.47,98.79,99.6,99.52,1746,99.89,100,859,99.88,100
491,42,3,415001,42003415001,4709,1829,P,32762196,32762196,42,3,419000,42003419000,2921,1550,P,16395553,15230967,70247,70247,0.21,0.21,0.43,0.46,0,0,0,0,0,0
508,42,3,418000,42003418000,1748,860,P,1438245,1207206,42,3,419000,42003419000,2921,1550,P,16395553,15230967,15167,10386,1.05,0.86,0.09,0.07,2,0.11,0.07,1,0.12,0.06
512,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,419000,42003419000,2921,1550,P,16395553,15230967,16289928,15132276,97.33,97.82,99.36,99.35,2919,98.55,99.93,1549,97.85,99.94
520,42,3,421100,42003421100,4864,2505,P,9441806,8724607,42,3,419000,42003419000,2921,1550,P,16395553,15230967,12838,12792,0.14,0.15,0.08,0.08,0,0,0,0,0,0
535,42,3,422000,42003422000,5163,1961,P,20280283,20258449,42,3,419000,42003419000,2921,1550,P,16395553,15230967,5266,5266,0.03,0.03,0.03,0.03,0,0,0,0,0,0
1318,42,3,526101,42003526101,6902,2980,P,35314960,34330985,42,3,419000,42003419000,2921,1550,P,16395553,15230967,2107,0,0.01,0,0.01,0,0,0,0,0,0,0
518,42,3,420000,42003420000,1439,902,P,1129239,825060,42,3,420000,42003420000,1432,899,P,1141429,767991,1064240,764119,94.24,92.61,93.24,99.5,1428,99.24,99.72,896,99.33,99.67
521,42,3,421100,42003421100,4864,2505,P,9441806,8724607,42,3,420000,42003420000,1432,899,P,1141429,767991,18122,3872,0.19,0.04,1.59,0.5,4,0.08,0.28,3,0.12,0.33
1279,42,3,523100,42003523100,4174,1955,P,7192182,6842839,42,3,420000,42003420000,1432,899,P,1141429,767991,16133,0,0.22,0,1.41,0,0,0,0,0,0,0
1301,42,3,523800,42003523800,4645,2300,P,5158193,4776325,42,3,420000,42003420000,1432,899,P,1141429,767991,42934,0,0.83,0,3.76,0,0,0,0,0,0,0
152,42,3,120100,42003120100,1349,443,P,3337126,2801445,42,3,421100,42003421100,4103,1868,P,9525453,8786040,8225,0,0.25,0,0.09,0,0,0,0,0,0,0
513,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,421100,42003421100,4103,1868,P,9525453,8786040,63217,61392,0.38,0.4,0.66,0.7,0,0,0,0,0,0
519,42,3,420000,42003420000,1439,902,P,1129239,825060,42,3,421100,42003421100,4103,1868,P,9525453,8786040,64999,60941,5.76,7.39,0.68,0.69,11,0.76,0.27,6,0.67,0.32
522,42,3,421100,42003421100,4864,2505,P,9441806,8724607,42,3,421100,42003421100,4103,1868,P,9525453,8786040,9326319,8657526,98.78,99.23,97.91,98.54,4092,84.13,99.73,1862,74.33,99.68
536,42,3,422000,42003422000,5163,1961,P,20280283,20258449,42,3,421100,42003421100,4103,1868,P,9525453,8786040,6181,6181,0.03,0.03,0.06,0.07,0,0,0,0,0,0
1280,42,3,523100,42003523100,4174,1955,P,7192182,6842839,42,3,421100,42003421100,4103,1868,P,9525453,8786040,39614,0,0.55,0,0.42,0,0,0,0,0,0,0
1302,42,3,523800,42003523800,4645,2300,P,5158193,4776325,42,3,421100,42003421100,4103,1868,P,9525453,8786040,9820,0,0.19,0,0.1,0,0,0,0,0,0,0
1305,42,3,524000,42003524000,2684,1338,P,1670898,1436371,42,3,421100,42003421100,4103,1868,P,9525453,8786040,7078,0,0.42,0,0.07,0,0,0,0,0,0,0
494,42,3,415002,42003415002,2519,988,P,12959528,12959528,42,3,421200,42003421200,4304,1795,P,9248695,9248695,1544,1544,0.01,0.01,0.02,0.02,0,0,0,0,0,0
528,42,3,421200,42003421200,4368,1827,P,9617605,9460518,42,3,421200,42003421200,4304,1795,P,9248695,9248695,9091279,9091279,94.53,96.1,98.3,98.3,4235,96.96,98.4,1763,96.5,98.22
537,42,3,422000,42003422000,5163,1961,P,20280283,20258449,42,3,421200,42003421200,4304,1795,P,9248695,9248695,130757,130757,0.64,0.65,1.41,1.41,49,0.95,1.14,22,1.12,1.23
541,42,3,423000,42003423000,2772,1484,P,943865,839340,42,3,421200,42003421200,4304,1795,P,9248695,9248695,1774,1774,0.19,0.21,0.02,0.02,1,0.04,0.02,1,0.07,0.06
545,42,3,424000,42003424000,3384,1835,P,1592893,1242356,42,3,421200,42003421200,4304,1795,P,9248695,9248695,16608,16608,1.04,1.34,0.18,0.18,0,0,0,0,0,0
559,42,3,426700,42003426700,2384,1220,P,3709063,3709063,42,3,421200,42003421200,4304,1795,P,9248695,9248695,6733,6733,0.18,0.18,0.07,0.07,19,0.8,0.44,9,0.74,0.5
495,42,3,415002,42003415002,2519,988,P,12959528,12959528,42,3,422000,42003422000,5388,2186,P,20395174,20373340,60603,60603,0.47,0.47,0.3,0.3,7,0.28,0.13,5,0.51,0.23
514,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,422000,42003422000,5388,2186,P,20395174,20373340,142944,142944,0.85,0.92,0.7,0.7,13,0.44,0.24,5,0.32,0.23
523,42,3,421100,42003421100,4864,2505,P,9441806,8724607,42,3,422000,42003422000,5388,2186,P,20395174,20373340,26153,26153,0.28,0.3,0.13,0.13,228,4.69,4.23,228,9.1,10.43
529,42,3,421200,42003421200,4368,1827,P,9617605,9460518,42,3,422000,42003422000,5388,2186,P,20395174,20373340,66195,66195,0.69,0.7,0.32,0.32,29,0.66,0.54,11,0.6,0.5
538,42,3,422000,42003422000,5163,1961,P,20280283,20258449,42,3,422000,42003422000,5388,2186,P,20395174,20373340,20099279,20077445,99.11,99.11,98.55,98.55,5111,98.99,94.86,1937,98.78,88.61
530,42,3,421200,42003421200,4368,1827,P,9617605,9460518,42,3,423000,42003423000,2801,1497,P,1015669,926794,68363,68363,0.71,0.72,6.73,7.38,30,0.69,1.07,14,0.77,0.94
539,42,3,422000,42003422000,5163,1961,P,20280283,20258449,42,3,423000,42003423000,2801,1497,P,1015669,926794,816,816,0,0,0.08,0.09,0,0,0,0,0,0
542,42,3,423000,42003423000,2772,1484,P,943865,839340,42,3,423000,42003423000,2801,1497,P,1015669,926794,918933,830058,97.36,98.89,90.48,89.56,2771,99.96,98.93,1483,99.93,99.06
546,42,3,424000,42003424000,3384,1835,P,1592893,1242356,42,3,423000,42003423000,2801,1497,P,1015669,926794,27557,27557,1.73,2.22,2.71,2.97,0,0,0,0,0,0
135,42,3,101100,42003101100,2669,1442,P,1338209,1050357,42,3,424000,42003424000,3446,1869,P,1951347,1375454,889,0,0.07,0,0.05,0,0,0,0,0,0,0
139,42,3,101400,42003101400,3346,1643,P,1309646,961437,42,3,424000,42003424000,3446,1869,P,1951347,1375454,45364,0,3.46,0,2.32,0,0,0,0,0,0,0
147,42,3,110600,42003110600,2424,1116,P,2342371,2079080,42,3,424000,42003424000,3446,1869,P,1951347,1375454,10536,0,0.45,0,0.54,0,0,0,0,0,0,0
531,42,3,421200,42003421200,4368,1827,P,9617605,9460518,42,3,424000,42003424000,3446,1869,P,1951347,1375454,325626,168539,3.39,1.78,16.69,12.25,62,1.42,1.8,34,1.86,1.82
543,42,3,423000,42003423000,2772,1484,P,943865,839340,42,3,424000,42003424000,3446,1869,P,1951347,1375454,11885,3890,1.26,0.46,0.61,0.28,0,0,0,0,0,0
547,42,3,424000,42003424000,3384,1835,P,1592893,1242356,42,3,424000,42003424000,3446,1869,P,1951347,1375454,1539528,1188991,96.65,95.7,78.9,86.44,3384,100,98.2,1835,100,98.18
549,42,3,425000,42003425000,3421,1800,P,1904337,1904337,42,3,424000,42003424000,3446,1869,P,1951347,1375454,13376,13376,0.7,0.7,0.69,0.97,0,0,0,0,0,0
560,42,3,426700,42003426700,2384,1220,P,3709063,3709063,42,3,424000,42003424000,3446,1869,P,1951347,1375454,658,658,0.02,0.02,0.03,0.05,0,0,0,0,0,0
576,42,3,427200,42003427200,4956,2400,P,5248173,4798203,42,3,424000,42003424000,3446,1869,P,1951347,1375454,3485,0,0.07,0,0.18,0,0,0,0,0,0,0
136,42,3,101100,42003101100,2669,1442,P,1338209,1050357,42,3,425000,42003425000,3451,1812,P,2058021,1892306,12334,0,0.92,0,0.6,0,0,0,0,0,0,0
550,42,3,425000,42003425000,3421,1800,P,1904337,1904337,42,3,425000,42003425000,3451,1812,P,2058021,1892306,1856506,1856506,97.49,97.49,90.21,98.11,3407,99.59,98.73,1789,99.39,98.73
556,42,3,426400,42003426400,4580,2114,P,3496200,3496200,42,3,425000,42003425000,3451,1812,P,2058021,1892306,6798,6798,0.19,0.19,0.33,0.36,11,0.24,0.32,4,0.19,0.22
561,42,3,426700,42003426700,2384,1220,P,3709063,3709063,42,3,425000,42003425000,3451,1812,P,2058021,1892306,2002,2002,0.05,0.05,0.1,0.11,12,0.5,0.35,6,0.49,0.33
577,42,3,427200,42003427200,4956,2400,P,5248173,4798203,42,3,425000,42003425000,3451,1812,P,2058021,1892306,180381,27000,3.44,0.56,8.76,1.43,21,0.42,0.61,13,0.54,0.72
484,42,3,414200,42003414200,5974,2372,P,13928619,13928619,42,3,426300,42003426300,6037,2507,P,5214991,5214991,4299,4299,0.03,0.03,0.08,0.08,1,0.02,0.02,1,0.04,0.04
555,42,3,426300,42003426300,6036,2506,P,5223101,5223101,42,3,426300,42003426300,6037,2507,P,5214991,5214991,5209105,5209105,99.73,99.73,99.89,99.89,6036,100,99.98,2506,100,99.96
599,42,3,429202,42003429202,4393,1983,P,4401456,4401456,42,3,426300,42003426300,6037,2507,P,5214991,5214991,1587,1587,0.04,0.04,0.03,0.03,0,0,0,0,0,0
551,42,3,425000,42003425000,3421,1800,P,1904337,1904337,42,3,426400,42003426400,4581,2119,P,3499385,3499385,10525,10525,0.55,0.55,0.3,0.3,12,0.35,0.26,9,0.5,0.42
557,42,3,426400,42003426400,4580,2114,P,3496200,3496200,42,3,426400,42003426400,4581,2119,P,3499385,3499385,3488860,3488860,99.79,99.79,99.7,99.7,4569,99.76,99.74,2110,99.81,99.58
532,42,3,421200,42003421200,4368,1827,P,9617605,9460518,42,3,426700,42003426700,2361,1209,P,3749241,3749241,31939,31939,0.33,0.34,0.85,0.85,8,0.18,0.34,4,0.22,0.33
548,42,3,424000,42003424000,3384,1835,P,1592893,1242356,42,3,426700,42003426700,2361,1209,P,3749241,3749241,9200,9200,0.58,0.74,0.25,0.25,0,0,0,0,0,0
552,42,3,425000,42003425000,3421,1800,P,1904337,1904337,42,3,426700,42003426700,2361,1209,P,3749241,3749241,8432,8432,0.44,0.44,0.22,0.22,0,0,0,0,0,0
562,42,3,426700,42003426700,2384,1220,P,3709063,3709063,42,3,426700,42003426700,2361,1209,P,3749241,3749241,3699670,3699670,99.75,99.75,98.68,98.68,2353,98.7,99.66,1205,98.77,99.67
485,42,3,414200,42003414200,5974,2372,P,13928619,13928619,42,3,426800,42003426800,5369,2092,P,5178215,5178215,7081,7081,0.05,0.05,0.14,0.14,2,0.03,0.04,1,0.04,0.05
496,42,3,415002,42003415002,2519,988,P,12959528,12959528,42,3,426800,42003426800,5369,2092,P,5178215,5178215,28492,28492,0.22,0.22,0.55,0.55,1,0.04,0.02,1,0.1,0.05
533,42,3,421200,42003421200,4368,1827,P,9617605,9460518,42,3,426800,42003426800,5369,2092,P,5178215,5178215,662,662,0.01,0.01,0.01,0.01,0,0,0,0,0,0
564,42,3,426800,42003426800,5366,2090,P,5187532,5187532,42,3,426800,42003426800,5369,2092,P,5178215,5178215,5141980,5141980,99.12,99.12,99.3,99.3,5366,100,99.94,2090,100,99.9
567,42,3,427000,42003427000,3709,2091,P,1866064,1715524,42,3,427000,42003427000,3744,2118,P,1756134,1604303,1726721,1576307,92.53,91.88,98.33,98.25,3673,99.03,98.1,2074,99.19,97.92
578,42,3,427200,42003427200,4956,2400,P,5248173,4798203,42,3,427000,42003427000,3744,2118,P,1756134,1604303,13197,11780,0.25,0.25,0.75,0.73,43,0.87,1.15,34,1.42,1.61
581,42,3,428100,42003428100,1232,588,P,894334,894334,42,3,427000,42003427000,3744,2118,P,1756134,1604303,14993,14993,1.68,1.68,0.85,0.93,8,0.65,0.21,4,0.68,0.19
586,42,3,428200,42003428200,2101,948,P,4345722,4345722,42,3,427000,42003427000,3744,2118,P,1756134,1604303,1223,1223,0.03,0.03,0.07,0.08,20,0.95,0.53,6,0.63,0.28
558,42,3,426400,42003426400,4580,2114,P,3496200,3496200,42,3,427100,42003427100,5510,2243,P,6256732,6256732,542,542,0.02,0.02,0.01,0.01,0,0,0,0,0,0
571,42,3,427100,42003427100,5482,2229,P,6203348,6203348,42,3,427100,42003427100,5510,2243,P,6256732,6256732,6191531,6191531,99.81,99.81,98.96,98.96,5482,100,99.49,2229,100,99.38
592,42,3,429100,42003429100,2503,1212,P,5808128,5808128,42,3,427100,42003427100,5510,2243,P,6256732,6256732,538,538,0.01,0.01,0.01,0.01,0,0,0,0,0,0
600,42,3,429202,42003429202,4393,1983,P,4401456,4401456,42,3,427100,42003427100,5510,2243,P,6256732,6256732,64121,64121,1.46,1.46,1.02,1.02,28,0.64,0.51,14,0.71,0.62
553,42,3,425000,42003425000,3421,1800,P,1904337,1904337,42,3,427200,42003427200,4899,2357,P,5031503,4786093,15498,15498,0.81,0.81,0.31,0.32,2,0.06,0.04,2,0.11,0.08
568,42,3,427000,42003427000,3709,2091,P,1866064,1715524,42,3,427200,42003427200,4899,2357,P,5031503,4786093,11731,11731,0.63,0.68,0.23,0.25,5,0.13,0.1,2,0.1,0.08
579,42,3,427200,42003427200,4956,2400,P,5248173,4798203,42,3,427200,42003427200,4899,2357,P,5031503,4786093,4997071,4751661,95.22,99.03,99.32,99.28,4892,98.71,99.86,2353,98.04,99.83
587,42,3,428200,42003428200,2101,948,P,4345722,4345722,42,3,427200,42003427200,4899,2357,P,5031503,4786093,6925,6925,0.16,0.16,0.14,0.14,0,0,0,0,0,0
593,42,3,429100,42003429100,2503,1212,P,5808128,5808128,42,3,427200,42003427200,4899,2357,P,5031503,4786093,278,278,0,0,0.01,0.01,0,0,0,0,0,0
289,42,3,240600,42003240600,2714,1608,P,1546697,1219081,42,3,428100,42003428100,1242,591,P,915600,915600,300,300,0.02,0.02,0.03,0.03,0,0,0,0,0,0
292,42,3,241200,42003241200,878,551,P,683275,683275,42,3,428100,42003428100,1242,591,P,915600,915600,16697,16697,2.44,2.44,1.82,1.82,8,0.91,0.64,3,0.54,0.51
569,42,3,427000,42003427000,3709,2091,P,1866064,1715524,42,3,428100,42003428100,1242,591,P,915600,915600,19262,19262,1.03,1.12,2.1,2.1,10,0.27,0.81,4,0.19,0.68
582,42,3,428100,42003428100,1232,588,P,894334,894334,42,3,428100,42003428100,1242,591,P,915600,915600,879341,879341,98.32,98.32,96.04,96.04,1224,99.35,98.55,584,99.32,98.82
293,42,3,241200,42003241200,878,551,P,683275,683275,42,3,428200,42003428200,2091,952,P,4422202,4422202,6142,6142,0.9,0.9,0.14,0.14,0,0,0,1,0.18,0.11
313,42,3,260900,42003260900,1214,723,P,809216,809216,42,3,428200,42003428200,2091,952,P,4422202,4422202,16421,16421,2.03,2.03,0.37,0.37,0,0,0,0,0,0
315,42,3,261200,42003261200,1055,511,P,1034963,1034963,42,3,428200,42003428200,2091,952,P,4422202,4422202,120,120,0.01,0.01,0,0,0,0,0,0,0,0
570,42,3,427000,42003427000,3709,2091,P,1866064,1715524,42,3,428200,42003428200,2091,952,P,4422202,4422202,105886,105886,5.67,6.17,2.39,2.39,21,0.57,1,11,0.53,1.16
580,42,3,427200,42003427200,4956,2400,P,5248173,4798203,42,3,428200,42003428200,2091,952,P,4422202,4422202,7762,7762,0.15,0.16,0.18,0.18,0,0,0,0,0,0
588,42,3,428200,42003428200,2101,948,P,4345722,4345722,42,3,428200,42003428200,2091,952,P,4422202,4422202,4267905,4267905,98.21,98.21,96.51,96.51,2067,98.38,98.85,937,98.84,98.42
594,42,3,429100,42003429100,2503,1212,P,5808128,5808128,42,3,428200,42003428200,2091,952,P,4422202,4422202,17966,17966,0.31,0.31,0.41,0.41,3,0.12,0.14,3,0.25,0.32
307,42,3,260200,42003260200,2347,1121,P,2518743,2511550,42,3,429100,42003429100,2510,1213,P,5836415,5836415,4435,4435,0.18,0.18,0.08,0.08,0,0,0,0,0,0
316,42,3,261200,42003261200,1055,511,P,1034963,1034963,42,3,429100,42003429100,2510,1213,P,5836415,5836415,10328,10328,1,1,0.18,0.18,4,0.38,0.16,1,0.2,0.08
572,42,3,427100,42003427100,5482,2229,P,6203348,6203348,42,3,429100,42003429100,2510,1213,P,5836415,5836415,8302,8302,0.13,0.13,0.14,0.14,0,0,0,0,0,0
589,42,3,428200,42003428200,2101,948,P,4345722,4345722,42,3,429100,42003429100,2510,1213,P,5836415,5836415,555,555,0.01,0.01,0.01,0.01,0,0,0,0,0,0
595,42,3,429100,42003429100,2503,1212,P,5808128,5808128,42,3,429100,42003429100,2510,1213,P,5836415,5836415,5782597,5782597,99.56,99.56,99.08,99.08,2500,99.88,99.6,1209,99.75,99.67
619,42,3,430100,42003430100,2110,978,P,876811,876811,42,3,429100,42003429100,2510,1213,P,5836415,5836415,30198,30198,3.44,3.44,0.52,0.52,6,0.28,0.24,3,0.31,0.25
473,42,3,413400,42003413400,4366,1744,P,4434013,4434013,42,3,429201,42003429201,4310,1881,P,4678828,4678828,40676,40676,0.92,0.92,0.87,0.87,36,0.82,0.84,15,0.86,0.8
598,42,3,429201,42003429201,4274,1866,P,4638344,4638344,42,3,429201,42003429201,4310,1881,P,4678828,4678828,4638152,4638152,100,100,99.13,99.13,4274,100,99.16,1866,100,99.2
573,42,3,427100,42003427100,5482,2229,P,6203348,6203348,42,3,429202,42003429202,4365,1969,P,4339263,4339263,3515,3515,0.06,0.06,0.08,0.08,0,0,0,0,0,0
601,42,3,429202,42003429202,4393,1983,P,4401456,4401456,42,3,429202,42003429202,4365,1969,P,4339263,4339263,4335748,4335748,98.51,98.51,99.92,99.92,4365,99.36,100,1969,99.29,100
459,42,3,412002,42003412002,4806,1722,P,12701338,12701338,42,3,429300,42003429300,5644,2573,P,8350986,8350986,6887,6887,0.05,0.05,0.08,0.08,0,0,0,0,0,0
468,42,3,413300,42003413300,4781,1937,P,5786103,5786103,42,3,429300,42003429300,5644,2573,P,8350986,8350986,51550,51550,0.89,0.89,0.62,0.62,24,0.5,0.43,11,0.57,0.43
603,42,3,429300,42003429300,5620,2562,P,8343144,8343144,42,3,429300,42003429300,5644,2573,P,8350986,8350986,8289778,8289778,99.36,99.36,99.27,99.27,5620,100,99.57,2562,100,99.57
621,42,3,430200,42003430200,4667,2198,P,1772111,1772111,42,3,429300,42003429300,5644,2573,P,8350986,8350986,2771,2771,0.16,0.16,0.03,0.03,0,0,0,0,0,0
469,42,3,413300,42003413300,4781,1937,P,5786103,5786103,42,3,429400,42003429400,4265,2002,P,3558380,3558380,9008,9008,0.16,0.16,0.25,0.25,0,0,0,0,0,0
605,42,3,429400,42003429400,4265,2002,P,3563352,3563352,42,3,429400,42003429400,4265,2002,P,3558380,3558380,3549372,3549372,99.61,99.61,99.75,99.75,4265,100,100,2002,100,100
